#id,WR#,Reference,Name,Name 2,Name 3,Right Ascension J2000,Declination J2000,Galactic Longitude (deg),Galactic Latitude (deg),Spectral Type,Spectral Type Reference,Binary Status,Binary Status Reference,u,b_1,v,r,U,B,V,R,I,J,H,K,Cluster,Association,Distance (kpc),Distance Reference,input_position,distance,source_id,designation,ra,dec,l,b_2,ecl_lon,ecl_lat,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,a_g_percentile_lower,a_g_percentile_upper,a_g_val,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_gof_al,astrometric_matched_observations,astrometric_n_bad_obs_al,astrometric_n_good_obs_al,astrometric_n_obs_ac,astrometric_n_obs_al,astrometric_params_solved,astrometric_primary_flag,astrometric_pseudo_colour,astrometric_pseudo_colour_error,astrometric_sigma5d_max,astrometric_weight_al,bp_g,bp_rp,dec_parallax_corr,dec_pmdec_corr,dec_pmra_corr,duplicated_source,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,e_bp_min_rp_val,flame_flags,frame_rotator_object_type,g_rp,lum_percentile_lower,lum_percentile_upper,lum_val,matched_observations,mean_varpi_factor_al,parallax_over_error,parallax_pmdec_corr,parallax_pmra_corr,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_n_obs,phot_bp_rp_excess_factor,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_n_obs,phot_proc_mode,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_n_obs,phot_variable_flag,pmra_pmdec_corr,priam_flags,ra_dec_corr,radial_velocity,radial_velocity_error,radius_percentile_lower,radius_percentile_upper,radius_val,random_index,ra_parallax_corr,ra_pmdec_corr,ra_pmra_corr,ref_epoch,rv_nb_transits,rv_template_fe_h,rv_template_logg,rv_template_teff,solution_id,teff_percentile_lower,teff_percentile_upper,teff_val,visibility_periods_used,other_ids,r_est,r_lo,r_hi,abs_Bp,abs_Bp_hi,abs_Bp_lo,abs_G,abs_G_hi,abs_G_lo,abs_Rp,abs_Rp_hi,abs_Rp_lo,abs_J,abs_J_hi,abs_J_lo,abs_H,abs_H_hi,abs_H_lo,abs_K,abs_K_hi,abs_K_lo
569,122-7,SFZ12,SFZ12 1563-66L,,,18 55 44.44,+01 36 43.9,34.86,-0.22,WC8:,SFZ12,,,,,,,,,,,,16.56,13.29,11.45,,,,,"251.76758333333333,-44.14438888888889",0.0012428577355018348,5967326479017644928,Gaia DR2 5967326479017644928,251.76616703471885,-44.14367349961755,340.8506313033779,0.701692537119176,256.02694127204086,-21.58489108494738,-0.10930274533250847,-7.1054911300796,-4.179521067791812,19.81544,20.762236,18.586926,0.6936495439220295,0.564715650818401,0.5922308455847034,1.5374360490368308,1.0069864872217178,,,,195.24274,1.2151591206665098,1.3180691011310908,1.6626574,19,0,169,0,169,31,false,1.3095737303795767,0.12067697248124098,1.4843882,0.08881392,0.9467964,2.1753101,-0.19693238,-0.84200984,0.19058456,false,,,,,0,1.2285137,,,,22,0.114448324,-0.18456104,0.24085294,-0.28724968,68.495343961564,8.685432621586664,7.886233,19,1.6273118,223.44499487106978,0.9604620148489907,232.64323,180,0,295.11934898937017,14.925280652595658,19.773119,22,NOT_AVAILABLE,-0.24766175,,-0.12199131,,,,,,236738737,0.11959735,0.1454748,-0.7039244,2015.5,0,,,,1635721458409799680,,,,10,Gaia DR1 5967326479017644928,3190.35949778075,1711.40115434328,5678.91072265387,8.24303788392152,6.990910793722652,9.595476897070933,7.2962418839215175,6.044114793722649,8.64868089707093,6.067727883921517,4.815600793722648,7.42016689707093,4.040801883921517,2.788674793722649,5.39324089707093,0.7708018839215178,-0.48132520627735076,2.1232408970709304,-1.069198116078482,-2.3213252062773506,0.2832408970709306
570,122-8,SFZ12,SFZ12 1563-89L,,,18 56 02.04,+01 36 32.9,34.89,-0.29,WC7:,SFZ12,,,,,,,,,,,,17.13,14.32,12.55,,,,,"251.77729166666668,-44.155833333333334",0.0012326843977421096,5967326479018624640,Gaia DR2 5967326479018624640,251.7758711284199,-44.15513993061095,340.8463983594748,0.6889627931134329,256.03601244912284,-21.595322607276852,,,,20.640179,20.827717,19.228935,4.113148183086114,2.019791908830503,,,,,,,94.15919,0.0,0.0,0.6542659,11,0,91,0,91,3,false,,,8.615681,0.034889646,0.18753815,1.5987816,,,,false,,,,,0,1.4112434,,,,11,0.42563468,,,,64.48649827674758,16.00371769713961,4.02947,8,2.1797256,104.53817768205299,1.3195512323368122,79.22253,87,0,163.37805628606537,19.795001450428032,8.253501,9,NOT_AVAILABLE,,,0.88891006,,,,,,448223212,,,,2015.5,0,,,,1635721458409799680,,,,6,,,,,,,,,,,,,,,,,,,,,,
571,122-9,SFZ12,SFZ12 1567-51L,,,18 56 07.90,+02 20 49.0,35.56,0.03,WC7:,SFZ12,,,,,,,,,,,,14.72,12.27,10.87,,,,,"251.7674583333333,-44.14794444444444",0.0019241139056037995,5967326479019438080,Gaia DR2 5967326479019438080,251.7670282638296,-44.14604523903034,340.84922357365815,0.6996861305036947,256.02794129896694,-21.58715876576829,0.16538603405816074,-2.8572014850019505,-11.017528060422375,20.394667,20.910818,18.838112,1.6759607056219157,1.1160506681775684,1.1448349972769367,3.6207532540917526,1.9492132357160463,,,,274.92184,3.3850129734234837,7.387285467398263,5.801302,18,1,156,0,157,31,false,0.9950379650116028,0.22339641662998574,3.4864774,0.026166193,0.5161514,2.0727062,-0.019041589,-0.8553142,-0.088951536,false,,,,,0,1.5565548,,,,19,0.08282899,0.14446276,0.09015169,-0.36211422,59.73491366756239,12.69496670732027,4.7054014,11,2.2424395,131.06282206503946,0.8877221396365539,147.63947,160,0,234.16553255047086,15.604514833457445,15.0062685,19,NOT_AVAILABLE,0.04616556,,0.12958515,,,,,,962557919,0.22446768,-0.09003701,-0.80603784,2015.5,0,,,,1635721458409799680,,,,10,,2774.93306886284,1281.40968400114,5293.42571192585,8.694555437794975,7.292133887208195,10.372377991184011,8.178404437794974,6.775982887208194,9.85622699118401,6.621849437794975,5.2194278872081945,8.299671991184011,2.5037374377949764,1.1013158872081963,4.181559991184013,0.05373743779497531,-1.3486841127918048,1.731559991184012,-1.346262562205025,-2.748684112791805,0.3315599911840117
665,122-11,FSZ14,WR1583-B73,UKIDSS 439036531671,,19 00 05.09,03 47 27.1,37.291,-0.192,WN6,"FSZ14, RHR18",,,,,,,,,,,,16.46,13.64,11.82,,,,,"251.7723333333333,-44.14861111111111",0.00046679979072214683,5967326479019442688,Gaia DR2 5967326479019442688,251.77202109455376,-44.14820159105059,340.84989920468456,0.6955595532155406,256.0320698812608,-21.588816264802094,,,,20.630108,,,2.556971481101672,1.3676462533794853,,,,,,,162.09012,2.32198955699634,1.1589692542677734,2.06715,15,0,132,0,132,3,false,,,5.661992,0.023478528,,,,,,false,,,,,0,,,,,16,0.07447818,,,,,,,0,,105.51234530461733,1.038656180157436,101.58544,137,2,,,,0,NOT_AVAILABLE,,,0.50681275,,,,,,612612864,,,,2015.5,0,,,,1635721458409799680,,,,8,,,,,,,,,,,,,,,,,,,,,,
750,122-16,RHR18,RHR18 #29,UKIDSS 439036535386,,19 00 11.04,+03 47 34.8,37.304,0.213,WN8-9h,RHR18,,,,,,,,,,,,13.79,10.81,9.12,,,,,"251.77599999999998,-44.14263888888889",0.0009146917630833418,5967326513377380480,Gaia DR2 5967326513377380480,251.7747286246364,-44.14257347728851,340.85544717212883,0.6977217185034484,256.03333065409987,-21.582978804376573,0.4343977953014902,0.4342008916972092,-2.3160951018144265,18.757893,20.186697,17.501251,0.2796052123896851,0.22479476035645038,0.26719556031328645,0.5737950423055752,0.4019263503897636,,,,265.4652,0.7135255850295631,1.9500619002285065,2.2968981,25,1,220,0,221,31,false,1.350997726663247,0.050287446169997835,0.5631266,0.33994105,1.4288044,2.6854458,-0.06665896,-0.77664423,0.19191344,false,,,,,0,1.2566414,,,,27,0.05992976,1.6257672,0.12172142,-0.020296926,116.3795626489567,16.139840752925494,7.210701,22,1.5520816,591.8193546735157,1.2510629663956885,473.05322,232,0,802.1723573409159,14.494262753083712,55.34413,24,NOT_AVAILABLE,-0.35060537,,-0.1494127,,,,,,487698404,-0.17076038,0.13348079,-0.59501916,2015.5,0,,,,1635721458409799680,,,,11,Gaia DR1 5967326513377380480,2374.68045998001,1437.72915466756,4452.36767190467,8.308671106624718,6.943741896342811,9.398311602144423,6.879867106624719,5.514937896342811,7.969507602144423,5.623225106624719,4.258295896342812,6.712865602144424,1.9119741066247187,0.5470448963428112,3.001614602144423,-1.06802589337528,-2.4329551036571875,0.021614602144424566,-2.7580258933752813,-4.122955103657189,-1.6683853978555767
661,122-1,CVM10,IPHAS J190015.86+000517.3,,,19 00 15.86,+00 05 17.3,34.017,-1.923,WC8,CVM10,,,,,,,,,,14.94,,12.18,11.3,10.3,,,,,"251.77520833333335,-44.131055555555555",0.0007766145508390019,5967326616456653824,Gaia DR2 5967326616456653824,251.7750359657166,-44.13028885865054,340.86495458747305,0.7055052340979084,256.0317984412354,-21.570775102879416,0.5589642291366493,0.1922492022874146,3.940897564963474,18.82407,19.653576,17.82662,0.2736314618282559,0.21769595238778613,0.2585212222437317,0.5638506644254258,0.3907568094513642,,,,209.88199,0.0,0.0,0.4203184,24,3,207,0,210,31,false,1.453012645823986,0.048662295357377726,0.5486976,0.37628454,0.8295059,1.8269558,-0.06668414,-0.7780659,0.1924039,false,,,,,0,0.9974499,,,,26,0.06313568,2.16216,0.12314605,-0.03147132,190.1626274056285,11.81252542141555,16.098389,25,1.4090959,556.8242930221318,1.2864349255069634,432.84296,222,0,594.456170310686,11.371881514503412,52.274216,24,NOT_AVAILABLE,-0.31438303,,-0.1518912,,,,,,791315807,-0.18409924,0.13624473,-0.5887654,2015.5,0,,,,1635721458409799680,,,,11,Gaia DR1 5967326616456653824,1944.30344960647,1213.44579616295,3770.51698101622,8.209755766480155,6.771571494846871,9.233474092758662,7.380249766480153,5.942065494846869,8.40396809275866,6.382799766480153,4.944615494846868,7.40651809275866,0.7361797664801539,-0.7020045051531305,1.759898092758661,-0.14382023351984508,-1.5820045051531295,0.8798980927586619,-1.143820233519845,-2.5820045051531295,-0.12010190724133807
572,122-10,SFZ12,SFZ12 1583-64L,,,19 00 59.99,+03 55 35.6,37.52,-0.33,WC7:,SFZ12,,,,,,,,,,,,17.49,14.8,12.79,,,,,"251.78191666666666,-44.12336111111111",0.000630941020756395,5967326616456678528,Gaia DR2 5967326616456678528,251.78118003399103,-44.12301691631524,340.8733529791204,0.706850218825177,256.0354522450078,-21.562978638117954,0.9502310315771532,-4.5882409373235955,-1.8310988018504095,19.580004,20.413498,18.477379,0.5437056456160732,0.40364632077831797,0.5254928284277212,1.3189529823642676,0.7296476814647496,,,,202.6467,1.1192856842810426,1.5093678449907966,1.7568213,20,0,174,0,174,31,false,1.4538340627738084,0.09395261829705323,1.1995434,0.111741416,0.8334942,1.9361191,0.05422341,-0.75271565,0.057886608,false,,,,,0,1.1026249,,,,23,0.16113207,1.8082664,0.07542678,0.07419932,94.44000097104086,12.345362007290737,7.6498365,18,1.5164346,277.552078924837,1.1062911760825622,250.8852,190,0,326.4495689489883,15.582491194424083,20.949768,19,NOT_AVAILABLE,-0.035635833,,-0.01285194,,,,,,468709221,-0.094592124,0.021011591,-0.5357499,2015.5,0,,,,1635721458409799680,,,,9,Gaia DR1 5967326616456678528,1616.98138628423,807.384638661286,3963.88627806947,9.36997289700657,7.422892068506169,10.878095588773323,8.536478897006567,6.589398068506167,10.044601588773322,7.433853897006568,5.486773068506167,8.941976588773322,6.446474897006567,4.499394068506167,7.954597588773321,3.7564748970065693,1.809394068506169,5.264597588773324,1.7464748970065678,-0.20060593149383266,3.254597588773322
573,122-4,SFZ12; MDM11,SFZ12 1583-48L,MDM11 53,,19 01 26.62,+03 51 55.55,37.51,-0.46,WC8,SFZ12; MDM11,,,,,,,,,,,,14.7,12.67,11.25,,,,,"251.69291666666663,-44.20055555555555",0.00044980488293802515,5967327544171980160,Gaia DR2 5967327544171980160,251.6929902588811,-44.201002255667596,340.77295182181155,0.7045481438752502,255.97926671664004,-21.648742084796844,,,,21.046421,,,8.820396448418505,5.766283333430311,,,,,,,80.009674,6.017681525242558,2.7465740757431796,2.4281893,7,0,57,0,57,3,false,,,1375.5442,0.00939755,,,,,,false,,,,,0,,,,,7,0.29265934,,,,,,,0,,71.9081004143857,1.7368229955771197,41.40209,60,0,,,,0,NOT_AVAILABLE,,,0.40689144,,,,,,1663783325,,,,2015.5,0,,,,1635721458409799680,,,,4,,,,,,,,,,,,,,,,,,,,,,
574,122-5,SFZ12; MDM11,SFZ12 1583-47L,MDM11 54,,19 01 27.11,+03 51 54.4,37.51,-0.46,WC8,SFZ12; MDM11,,,,,,,,,,,,14.25,12.27,10.99,,,,,"251.73145833333334,-44.140277777777776",0.0008254925831569006,5967329124717550208,Gaia DR2 5967329124717550208,251.7305917820012,-44.14082065919757,340.8362731216889,0.7229940965018898,255.99932313922758,-21.585484257508092,,,,20.623579,,,3.4895010239853015,3.195535711503887,,,,,,,68.488754,0.0,0.0,-0.15732808,9,1,76,0,77,3,false,,,12.05756,0.023630124,,,,,,false,,,,,0,,,,,11,-0.1535923,,,,,,,0,,106.14877172709083,1.5322285157961995,69.277374,79,2,,,,0,NOT_AVAILABLE,,,-0.7570753,,,,,,136518798,,,,2015.5,0,,,,1635721458409799680,,,,5,,,,,,,,,,,,,,,,,,,,,,
704,122-15,KSF14,1602-9AF,,,19 02 42.32,06 54 44.4,40.365,0.657,WN6,KSF14,,,,,,,,,,18.46,,13.109,11.619,11.05,,,,,"251.7536666666667,-44.144222222222226",0.0009453338886101628,5967329429653321728,Gaia DR2 5967329429653321728,251.75370415342172,-44.14327727114678,340.84514272048654,0.7087650426418397,256.01735299172117,-21.585695879884863,0.49187692753110906,-3.3892465975989525,-3.8591882887842486,15.3645115,15.973556,14.342787,0.06114453703527746,0.05267997093755386,0.059499908569386833,0.12944388769892443,0.09249996306273042,,,,563.0677,0.27031590976473924,8.538829251072496,11.645651,26,3,224,0,227,31,false,1.493416571681972,0.011021687160166183,0.13755208,7.105992,0.6090441,1.6307688,-0.09993671,-0.78729284,0.2205849,false,,,,200111,0,1.0217247,2.159501,3.6753592,2.9174302,28,0.056381363,8.266851,0.15590626,-0.025988432,5638.105036665734,61.16480949125776,92.1789,26,1.5101203,13475.401396884126,15.868622747128928,849.1853,235,0,14711.37151307803,152.8538837653612,96.24467,27,NOT_AVAILABLE,-0.3973845,102001,-0.18157683,,,2.5771635,3.2912824,2.9103076,1027095505,-0.11116124,0.16470428,-0.5931528,2015.5,0,,,,1635721458409799680,4158.09,4699.0,4421.8804,11,Gaia DR1 5967329429653321728,1934.43699353012,1725.12056352901,2199.59336041446,4.540783055502811,4.261843999641906,4.789458739922576,3.931738555502811,3.6527994996419064,4.180414239922577,2.91001405550281,2.631074999641905,3.1586897399225755,1.6762270555028103,1.3972879996419056,1.924902739922576,0.18622705550281005,-0.09271200035809457,0.4349027399225758,-0.382772944497189,-0.6617120003580936,-0.13409726007742329
388,123,VII,HD 177230,HIP 93626,,19 03 59.02,-04 19 01.90,30.51,-4.75,WN8o,SSM96,"SB1?, no d.e.l.","MS86,CM89,MM98,MMH98,MMEv98,VII",11.93,11.69,11.26,10.96,11.32,11.6,11.12,,,9.524,9.282,8.917,,,,,"251.76029166666663,-44.149972222222225",0.0008064313639585312,5967329433955124480,Gaia DR2 5967329433955124480,251.75980141477484,-44.149246556077856,340.84342610999533,0.7015658604201616,256.02287555941837,-21.59102547604592,0.8322074006277447,-5.7217241916904,-4.123439442365557,18.542,19.497513,17.27898,0.2705157437527298,0.21817633411828893,0.2667422137782645,0.552282108111954,0.3885081115417689,,,,351.941,0.8729192984608668,4.109102388823946,6.477464,23,0,200,0,200,31,false,1.2953298312513128,0.049161610570392235,0.54303235,0.37101954,0.955513,2.2185326,-0.024982072,-0.748017,0.19935714,false,,,,,0,1.2630196,,,,25,0.07581455,3.1198938,0.13049614,0.0054840893,219.55830862083639,8.080859111564246,27.17017,11,1.6675112,722.0150919290979,2.04919346318585,352.3411,216,0,984.4099776275364,14.147907849243659,69.579895,12,NOT_AVAILABLE,-0.362194,,-0.17885281,,,,,,1595803472,-0.2121849,0.14229871,-0.5784876,2015.5,0,,,,1635721458409799680,,,,11,Gaia DR1 5967329433955124480,1307.50358015497,879.985502498788,2405.0521886977,8.915298566454803,7.591890475832219,9.775135413320985,7.959785566454803,6.636377475832219,8.819622413320985,6.696765566454802,5.3733574758322185,7.556602413320984,-1.0582144335451993,-2.381622524167783,-0.19837758667901717,-1.3002144335451984,-2.623622524167782,-0.4403775866790163,-1.6652144335451986,-2.9886225241677824,-0.8053775866790165
705,123-6,KSF14,1603-11AD,,,19 04 20.14,06 07 52.2,39.856,-0.061,WN5,KSF14,,,,,,,,,,,,16.131,13.635,12.156,,,,,"251.75662499999999,-44.13736111111111",0.0008344520653954933,5967329433955183744,Gaia DR2 5967329433955183744,251.75549465470576,-44.137556657725014,340.8503346813506,0.7114897697417975,256.0178984280855,-21.579854714869914,0.256476960739188,-2.5407397543863484,-3.0610116874952125,19.759684,21.609459,17.82637,0.7007080450034952,0.5304512794711371,0.6821719022032133,1.8051490158754355,0.9683637169223029,,,,285.9495,2.455417683682463,5.960075697327765,5.4685683,20,1,171,0,172,31,false,1.2761028091153217,0.12150864658823746,1.6284505,0.06325761,1.8497753,3.7830887,0.04157336,-0.7361624,0.048016448,false,,,,,0,1.9333134,,,,23,0.1691078,0.37597117,0.09206915,0.0902592,31.388554606476827,6.96632675239844,4.505754,15,2.6612678,235.2192029503128,1.1746289487670922,200.24979,184,0,594.5927419851241,15.041953061457402,39.528957,21,NOT_AVAILABLE,-0.0020727406,,0.016102968,,,,,,17248244,-0.05002159,0.0056208707,-0.50896776,2015.5,0,,,,1635721458409799680,,,,9,Gaia DR1 5967329433955183744,2789.34480566648,1383.8891480064,5252.98666352152,9.381947984886356,8.00742750899261,10.903952481250437,7.532172984886355,6.157652508992609,9.054177481250436,5.5988589848863555,4.224338508992609,7.120863481250437,3.903488984886355,2.528968508992609,5.425493481250436,1.4074889848863545,0.03296850899260839,2.929493481250436,-0.07151101511364466,-1.4460314910073908,1.4504934812504366
575,123-4,SFZ12,SFZ12 1603-75L,,,19 04 33.49,+06 05 18.5,39.84,-0.13,WC8,SFZ12,,,,,,,,,,,,16.31,14.38,13.68,,,,,"251.76649999999998,-44.1395",0.001500374674779287,5967329468335393280,Gaia DR2 5967329468335393280,251.7648389347207,-44.13858890106761,340.8538898962946,0.7057105810938018,256.0251936614977,-21.579979811749578,0.3204168665632032,-0.9412740061903674,-0.708750034569477,15.949697,16.671198,15.10492,0.05637554603347387,0.04656710979871592,0.053906862032707115,0.11725418429889513,0.08275995701657474,,,,255.44905,0.05325435492146814,0.2084774933749537,1.4990441,26,2,228,0,230,31,false,1.4797452156214133,0.009782626693403774,0.12534794,8.936637,0.72150135,1.5662775,-0.1072749,-0.7925283,0.21396928,false,,,,,0,0.84477615,,,,28,0.05665541,5.9438977,0.1546293,-0.01595611,2965.3495436342214,9.28897190203858,319.23334,27,1.3047706,7860.818655728965,3.416629328320628,2300.7524,241,0,7291.215688827086,21.198343109104297,343.95215,28,NOT_AVAILABLE,-0.37127113,100001,-0.16034977,,,,,,300373687,-0.13327985,0.14862844,-0.5987427,2015.5,0,,,,1635721458409799680,4281.027,4750.0,4392.3364,11,Gaia DR1 5967329464013097856,2854.8263793818,2456.46286256273,3397.03444806856,4.393299494479878,4.015698245440511,4.719646986275954,3.6717984944798783,3.294197245440511,3.9981459862759543,2.8270214944798777,2.4494202454405105,3.1533689862759537,4.0321014944798765,3.6545002454405093,4.358448986275953,2.1021014944798786,1.7245002454405114,2.4284489862759546,1.4021014944798775,1.0245002454405103,1.7284489862759536
706,123-7,KSF14,1609-1C95,,,19 06 10.68,07 19 13.3,41.123,0.078,WC9,KSF14,,,,,,,,,,,,18.406,15.069,11.927,,,,,"251.77175,-44.12638888888889",0.001582065366340881,5967329571394179456,Gaia DR2 5967329571394179456,251.77064341789816,-44.12502068337264,340.86692941572085,0.7113186046503076,256.0276807220996,-21.565976106595443,1.2455158642971278,-2.4438196569301716,-0.09363182426981498,19.776981,20.367392,18.407814,0.6194783431768266,0.4667493073839897,0.5632180922008427,1.4553310334673393,0.8557393287901256,,,,256.09323,1.2572907926731718,1.5508022874649725,4.1343493,20,2,174,0,176,31,false,1.3783570210661027,0.10925583284397299,1.3331051,0.085544355,0.59041023,1.9595776,0.04929553,-0.7528597,0.020124657,false,,,,,0,1.3691673,,,,22,0.12899029,2.2114272,0.02191509,-0.13577895,98.53690624082586,16.440930733291488,5.9933896,6,1.9290913,231.50135234937565,1.141795676043618,202.752,189,0,348.0503477498522,36.494835260012444,9.536976,6,NOT_AVAILABLE,0.013337593,,-0.02007616,,,,,,1174861539,-0.105819434,0.018062863,-0.57367843,2015.5,0,,,,1635721458409799680,,,,9,Gaia DR1 5967329571394179456,1173.68025257172,609.276082692266,3517.9845113358,10.019643012279852,7.635922384734176,11.443321349478126,9.429232012279853,7.045511384734176,10.852910349478126,8.060065012279852,5.6763443847341755,9.483743349478125,8.058251012279852,5.674530384734176,9.481929349478126,4.721251012279854,2.337530384734178,6.144929349478128,1.5792510122798529,-0.8044696152658233,3.0029293494781264
389,123-2,SM09,SMG09 1613_21,,2MASS J19063653+0729524,19 06 36.53,+07 29 52.40,41.33,0.07,WCE,SMG09,,,,,,,,,,,,14.24,12.65,11.61,,,,,"251.94179166666666,-44.01530555555556",0.0009738577605429693,5967334102578265088,Gaia DR2 5967334102578265088,251.94119271845682,-44.01443213549925,341.03053291774995,0.6893319432930926,256.1423888531732,-21.440057630766972,0.7335532760350458,-4.1064592742970385,-4.953254816255593,18.98181,19.631598,17.866499,0.28476477425672403,0.21311025220353338,0.3003278492217806,0.5649235461971048,0.3460535204540371,,,,203.90715,0.2181060267918448,0.14775431326436608,0.6801553,22,0,196,0,196,31,false,1.4405047906924777,0.06053752649644079,0.5387203,0.316217,0.6497879,1.7650986,0.106308915,-0.64462405,-0.39780405,false,,,,,0,1.1153107,,,,24,0.14387484,2.4425082,0.14189526,-0.2973532,194.05115116771893,7.4561231714848475,26.025743,8,1.5929859,481.5289873942309,1.6752599040760567,287.4354,210,0,573.0177434272008,16.343289990283164,35.061344,8,NOT_AVAILABLE,0.2138548,,0.26764062,,,,,,92191702,-0.06265205,-0.35922793,-0.43068036,2015.5,0,,,,1635721458409799680,,,,11,Gaia DR1 5967334102578265088,1555.68470613375,961.611868969758,3256.11969277047,8.6719900889853,7.068096195581385,9.716598924521463,8.0222020889853,6.418308195581384,9.066810924521462,6.906891088985301,5.302997195581385,7.951499924521464,3.2803920889853,1.6764981955813845,4.325000924521463,1.6903920889853001,0.08649819558138461,2.7350009245214633,0.6503920889852992,-0.9535018044186163,1.6950009245214623
390,123-1,HD07,HDM14,,,19 08 17.98,+08 29 10.60,42.4,0.15,WN6o,HD07,,,,,,,,,,,,10.592,9.47,8.707,,,,,"251.7495833333333,-44.07611111111111",0.0006960761359589293,5967335549989418496,Gaia DR2 5967335549989418496,251.74942036465865,-44.07542495205522,340.8948631477503,0.7550433362673331,256.0043057044801,-21.518866707678082,,,,20.840967,21.434189,19.090118,5.917646892440931,3.4494029235692607,,,,,,,67.99086,2.8647418826731665,0.8717587145529672,1.308455,7,0,59,0,59,3,false,,,106.84854,0.015789924,0.59322166,2.3440704,,,,false,,,,,0,1.7508488,,,,7,0.18042746,,,,36.887542543079924,11.38907523993552,3.2388532,6,2.5613291,86.88790791493581,1.6240640193013178,53.500298,60,0,185.66098942588178,29.00629461554282,6.400714,6,NOT_AVAILABLE,,,0.8810229,,,,,,1146287793,,,,2015.5,0,,,,1635721458409799680,,,,5,,,,,,,,,,,,,,,,,,,,,,
621,123-3,MDM11,MDM11 55,,,19 08 38.09,+09 28 21.0,43.31,0.53,WN8,MDM11,,,,,,,,,,,,12.22,10.81,9.94,,,,,"250.91816666666668,-44.03402777777778",0.0006098634538984245,5967366130164849024,Gaia DR2 5967366130164849024,250.9190076752086,-44.03410755200745,340.5374143308346,1.2347730636307526,255.36266346664448,-21.559618318437654,,,,20.733929,20.728716,18.960978,6.119700613778557,3.1875349146151435,,,,,,,94.90487,1.9298361953215482,0.6474564682863234,1.0876905,10,0,86,0,86,3,false,,,14.580361,0.024986416,-0.005212784,1.7677383,,,,false,,,,,0,1.7729511,,,,11,0.3906324,,,,70.64296101851627,13.270556917584805,5.323285,8,2.9174404,95.89024983322747,1.1160580740028474,85.91869,93,0,209.1111276521714,13.032523745460523,16.045328,11,NOT_AVAILABLE,,,0.9584903,,,,,,676692672,,,,2015.5,0,,,,1635721458409799680,,,,6,,,,,,,,,,,,,,,,,,,,,,
709,123-8,KSF14,1629-14D6,,,19 10 06.40,09 45 25.7,43.733,0.339,WN9h,KSF14,,,,,,,,,,,,14.727,13.441,12.625,,,,,"252.83049999999997,-42.55130555555556",0.000646572255209276,5967973610319540608,Gaia DR2 5967973610319540608,252.8296230087585,-42.55133141742485,342.5679864994458,1.1317309038459817,256.6266799550368,-19.90591859913295,0.7421846680397655,-1.3608338612585065,0.030712428314331106,19.743572,20.842533,18.398022,0.5145488235153145,0.42512546681928015,0.6154690276683281,1.2438472509502734,0.8139669728472538,,,,254.39369,1.4374804666484815,1.6975262291964546,3.07067,22,0,194,0,194,31,false,1.259031918746364,0.11856227490493192,1.1495316,0.07005031,1.0989609,2.4445114,-0.33362836,-0.6533828,-0.25438735,false,,,,,0,1.3455505,,,,24,0.09702437,1.2058847,0.45582741,0.06688296,63.61239429466858,10.811789324072684,5.883614,18,1.7375544,238.73553134591276,1.1813283384587328,202.09074,210,0,351.2035895293715,10.558231231299482,33.26349,21,NOT_AVAILABLE,0.35111,,0.075740434,,,,,,51416525,0.053737108,-0.058271613,-0.06662393,2015.5,0,,,,1635721458409799680,,,,12,Gaia DR1 5967973610319540608,2208.11291351674,1027.35797746273,4634.45489857314,9.122426611998067,7.512539699683174,10.783924012064123,8.023465611998068,6.413578699683175,9.684963012064124,6.677915611998069,5.068028699683175,8.339413012064124,3.006893611998068,1.3970066996831747,4.668391012064124,1.7208936119980685,0.11100669968317511,3.382391012064124,0.9048936119980677,-0.7049933003168256,2.5663910120641233
