#id,WR#,Reference,Name,Name 2,Name 3,Right Ascension J2000,Declination J2000,Galactic Longitude (deg),Galactic Latitude (deg),Spectral Type,Spectral Type Reference,Binary Status,Binary Status Reference,u,b_1,v,r,U,B,V,R,I,J,H,K,Cluster,Association,Distance (kpc),Distance Reference,input_position,distance,source_id,designation,ra,dec,l,b_2,ecl_lon,ecl_lat,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,a_g_percentile_lower,a_g_percentile_upper,a_g_val,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_gof_al,astrometric_matched_observations,astrometric_n_bad_obs_al,astrometric_n_good_obs_al,astrometric_n_obs_ac,astrometric_n_obs_al,astrometric_params_solved,astrometric_primary_flag,astrometric_pseudo_colour,astrometric_pseudo_colour_error,astrometric_sigma5d_max,astrometric_weight_al,bp_g,bp_rp,dec_parallax_corr,dec_pmdec_corr,dec_pmra_corr,duplicated_source,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,e_bp_min_rp_val,flame_flags,frame_rotator_object_type,g_rp,lum_percentile_lower,lum_percentile_upper,lum_val,matched_observations,mean_varpi_factor_al,parallax_over_error,parallax_pmdec_corr,parallax_pmra_corr,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_n_obs,phot_bp_rp_excess_factor,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_n_obs,phot_proc_mode,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_n_obs,phot_variable_flag,pmra_pmdec_corr,priam_flags,ra_dec_corr,radial_velocity,radial_velocity_error,radius_percentile_lower,radius_percentile_upper,radius_val,random_index,ra_parallax_corr,ra_pmdec_corr,ra_pmra_corr,ref_epoch,rv_nb_transits,rv_template_fe_h,rv_template_logg,rv_template_teff,solution_id,teff_percentile_lower,teff_percentile_upper,teff_val,visibility_periods_used,other_ids,r_est,r_lo,r_hi,abs_Bp,abs_Bp_hi,abs_Bp_lo,abs_G,abs_G_hi,abs_G_lo,abs_Rp,abs_Rp_hi,abs_Rp_lo,abs_J,abs_J_hi,abs_J_lo,abs_H,abs_H_hi,abs_H_lo,abs_K,abs_K_hi,abs_K_lo
386,121a,VII,W43#1,AX J184738-0156,,18 47 36.00,-01 56 32.90,30.77,-0.03,WN7+a/OB?; WN7,BD99; AGK11,d.e.l.,BD99,,,,,,,,,,14.85,11.01,8.66,W 43 cluster,,7.0,SB78,"257.7270833333333,-45.395",0.0002136058460453822,5963482032309573376,Gaia DR2 5963482032309573376,257.7273557394414,-45.39509506067837,342.4895223594563,-3.3949898456270073,260.7124263998684,-22.35070480040325,0.15628347772379142,-4.338100567611658,-7.001715743002325,17.400726,19.089542,16.065561,0.14675744682010686,0.1233074683022368,0.14252084277284027,0.25773739982122085,0.19413053172554084,,,,329.07333,0.48007120953221355,4.4675562316361095,4.684599,25,0,222,0,222,31,false,1.2300670927158284,0.026704013862851223,0.28719765,1.328461,1.6888161,3.023981,0.043789342,-0.7823225,-0.49071306,false,,,,,0,1.335165,,,,27,0.1499967,1.0965657,0.11871791,-0.3649156,319.69661150952686,6.598212057275768,48.452007,23,1.6118634,2065.6454867505727,2.003179910359061,1031.1832,230,0,3009.8416719168167,10.450054449279547,288.02164,24,NOT_AVAILABLE,0.42123005,,0.5534265,,,,,,985851760,0.099516,-0.5038008,-0.6498426,2015.5,0,,,,1635721458409799680,,,,11,Gaia DR1 5963482032309573376,4167.28140025804,2768.72715966776,6671.96344499558,5.990277861700919,4.968273709093943,6.878141195430501,4.301461861700917,3.27945770909394,5.189325195430499,2.9662968617009167,1.94429270909394,3.8541601954304987,1.7507358617009174,0.7287317090939407,2.6385991954304995,-2.0892641382990824,-3.111268290906059,-1.2014008045695004,-4.439264138299082,-5.461268290906059,-3.5514008045695
565,121-5,SFZ12,SFZ12 1527-13L,SCB12 2w07,,18 47 38.33,-02 06 38.9,30.62,-0.12,WC8,SFZ12; SCB12,,,,,,,,,,,,16.48,12.8,10.44,,,,,"256.0192083333333,-44.795833333333334",0.0008111587730248437,5963675516302236288,Gaia DR2 5963675516302236288,256.02020274760355,-44.796233368935404,342.2473012495521,-2.071240280726997,259.35483907930046,-21.87220836590676,0.06755481968002663,-5.399469577189235,-1.9841462712037425,20.3049,21.183706,19.075163,0.836457969500274,0.7717876594871879,0.9228770902495178,2.2545852134232836,1.40527348889992,,,,187.71996,0.6410092354385357,0.2367622480021048,1.450667,19,1,166,0,167,31,false,1.6459342364586265,0.18047407889543474,2.011117,0.0432999,0.87880707,2.1085434,-0.28046837,-0.68327254,0.37362814,false,,,,,0,1.2297363,,,,20,0.18075643,0.07320023,0.45803902,0.08336825,46.459326533986925,8.295043363984707,5.600854,16,1.6486119,142.3594604036272,0.9813049901413277,145.07158,174,0,188.23616872765294,10.973007419769162,17.154474,20,NOT_AVAILABLE,0.06540923,,-0.07947148,,,,,,311001181,-0.19210826,0.20221251,-0.23628652,2015.5,0,,,,1635721458409799680,,,,10,Gaia DR1 5963675516302236288,3049.7577047995,1451.4310488829,5752.68923161366,8.76237931416522,7.384351432706477,10.374723953832381,7.8835733141652184,6.505545432706477,9.49591795383238,6.653836314165218,5.2758084327064765,8.26618095383238,4.058673314165219,2.680645432706477,5.671017953832381,0.3786733141652192,-0.9993545672935227,1.9910179538323813,-1.981326685834782,-3.359354567293524,-0.36898204616761987
655,121-8,SCB12,SCB12 2w08,,,18 47 57.34,-01 27 36.9,31.2,0.11,WC8,SCB12,,,,,,,,,,,,18.91,14.85,12.14,,,,,"255.66829166666668,-44.01236111111111",0.0010523799594616436,5963850750976314880,Gaia DR2 5963850750976314880,255.66683490077952,-44.012261891125824,342.7156739256237,-1.393619358927401,258.9969055200765,-21.118930053178616,-1.0584796728633392,0.8003465335424902,-1.0505817778945215,18.982035,19.536442,17.465029,0.35821595716316235,0.2871430065713125,0.4259975294064379,0.6724759069579029,0.47546651538604956,,,,269.69354,1.1936528830281834,3.7767761215417424,5.0875316,19,1,166,0,167,31,false,1.2034228411892396,0.0808444219542358,0.66174066,0.18845466,0.5544071,2.071413,0.082225315,-0.5605079,-0.46428233,false,,,,,0,1.5170059,,,,21,0.068469845,-2.4847085,0.26614878,-0.2832234,211.82579085226678,7.172243445216003,29.534105,17,2.162754,481.428768254313,1.919428912935749,250.81876,183,0,829.3861838253408,20.20739736054152,41.04369,16,NOT_AVAILABLE,0.31956595,,0.34658608,,,,,,1013474176,-0.08118491,-0.4236871,-0.3073533,2015.5,0,,,,1635721458409799680,,,,10,Gaia DR1 5963850750976314880,4830.98900610503,3006.367184037,7606.27718793582,6.116261754187516,5.1305812603877055,7.1462318887680265,5.5618547541875145,4.576174260387704,6.591824888768025,4.044848754187516,3.0591682603877057,5.074818888768027,5.489819754187515,4.504139260387705,6.519789888768026,1.4298197541875144,0.4441392603877041,2.459789888768025,-1.2801802458124847,-2.265860739612295,-0.2502101112319739
656,121-9,SCB12,SCB12 2w09,,,18 48 24.50,-02 06 16.2,30.7,-0.29,WC8,SCB12,,,,,,,,,,,,17.75,13.9,11.47,,,,,"254.75916666666666,-44.281666666666666",0.0011420871665568245,5964509221006748160,Gaia DR2 5964509221006748160,254.75762681084646,-44.28136824713932,342.1021209732089,-1.0446597583870938,258.33236216401593,-21.457520473864097,0.315840635734744,-1.7269263724080819,-3.3741012101930545,17.225836,18.091114,16.26509,0.10539751819482422,0.08081239700414848,0.11994285903496096,0.19154082567904185,0.13875202123127595,,,,257.23282,0.2615107100227384,1.460087915786808,2.7544894,23,3,203,0,206,31,false,1.3973198612999294,0.021483130498948063,0.17825493,1.9817381,0.86527824,1.8260231,-0.21082653,-0.66704845,-0.1639612,false,,,,,0,0.96074486,,,,25,0.109162845,2.6332593,0.35014048,-0.13640246,801.8800412798258,11.574913168762025,69.27741,18,1.3625388,2426.6769250634493,2.2039766645525356,1101.0448,218,0,2504.5613934163093,18.476042638091023,135.55724,18,NOT_AVAILABLE,0.113767706,,0.2174413,,,,,,979182034,-0.2796412,-0.26534408,-0.2447919,2015.5,0,,,,1635721458409799680,,,,12,Gaia DR1 5964509216685373568,2879.27531859577,2090.58438850349,4344.29231364439,5.794698027762998,4.901518800692262,6.48977548517033,4.929420027762998,4.036240800692262,5.62449748517033,3.9686740277629973,3.0754948006922618,4.66375148517033,5.4535840277629966,4.560404800692261,6.148661485170329,1.603584027762997,0.7104048006922614,2.2986614851703298,-0.8264159722370028,-1.7195951993077383,-0.13133851482966996
387,121-1,GK10; WM10,WM10 52,,,18 49 27.34,-01 04 20.80,31.75,-0.05,WN7h,GK10; WM10,,,,,,,,,17.15,,13.6,10.943,10.07,9.473,,,,,"253.77687500000002,-43.01072222222222",0.0008779276215489853,5964897451664126720,Gaia DR2 5964897451664126720,253.7780617091639,-43.01085550331977,342.6527734603806,0.3019537486303975,257.42192301158013,-20.277320458435238,1.206228585597358,-1.9684010580807434,-3.436581478394473,20.016052,20.846823,18.93174,0.7329383472319705,0.5317848372987438,0.6998009545309064,1.6153124050036312,0.934905471048327,,,,199.98244,1.7008063641583069,1.817888027721187,2.4880502,18,1,158,0,159,31,false,1.2918231355605272,0.1315919187647078,1.4995902,0.059862383,0.8307705,1.9150829,0.042790722,-0.65708905,-0.21760446,false,,,,,0,1.0843124,,,,20,0.2204003,1.7236738,0.083810724,-0.19003321,63.361592844926996,14.441700310221083,4.3874054,13,1.4976199,185.74837988762448,1.1196017663930702,165.90576,176,0,214.81887814488584,7.282393120286704,29.49839,19,NOT_AVAILABLE,0.32493532,,0.30992022,,,,,,600031585,-0.20111635,-0.24230187,-0.38670954,2015.5,0,,,,1635721458409799680,,,,10,Gaia DR1 5964897451664126720,1663.15498113434,710.341544443049,4166.81280008412,9.742159395768542,7.747803051969319,11.589486924001758,8.91138839576854,6.917032051969317,10.758715924001756,7.827076395768543,5.83272005196932,9.674403924001759,-0.16166360423145854,-2.156019948030682,1.6856639240017568,-1.0346636042314579,-3.0290199480306814,0.8126639240017575,-1.6316636042314574,-3.626019948030681,0.21566392400175793
566,121-4,SFZ12; MDM11,SFZ12 1528-15L,MDM11 49,,18 49 32.31,-02 24 27.0,30.57,-0.68,WC7; WC8,"SFZ12, RC15; MDM11",,,,,,,,,,,,14.13,12.13,10.66,,,,,"253.53525,-42.17630555555556",0.0031770976283221936,5964998052694327296,Gaia DR2 5964998052694327296,253.53369874794095,-42.173343749569824,343.1902204993834,0.9690193567926245,257.12599847516765,-19.467174632906143,1.0891065226428758,-2.752565341314152,-4.082257811221009,19.579227,20.90187,18.096214,0.413186150398257,0.3292971671498275,0.5247972937961777,0.9029495470831598,0.6054279586743361,,,,198.92488,0.0,0.0,1.9497247,19,1,167,0,168,31,false,1.2602010154450272,0.10353571953568201,0.8212962,0.12932834,1.3226433,2.8056564,-0.1773327,-0.62347513,-0.20937826,false,,,,,0,1.4830132,,,,21,0.008410367,2.07529,0.45113406,-0.033742405,60.229205216737036,10.377834061836555,5.8036394,16,1.8865024,277.7506915372552,1.229059323012567,225.9864,184,0,463.7481270291146,13.908207320055059,33.343487,17,NOT_AVAILABLE,0.26629326,,0.009553075,,,,,,1572702475,-0.15027258,-0.0876115,-0.059698325,2015.5,0,,,,1635721458409799680,,,,11,Gaia DR1 5964998052694327296,1346.92309142107,693.807091811172,3707.65796739639,10.255156007743686,8.056371682405409,11.695676326457125,8.932513007743687,6.73372868240541,10.373033326457126,7.449500007743687,5.25071568240541,8.890020326457126,3.483286007743688,1.284501682405411,4.923806326457127,1.483286007743688,-0.715498317594589,2.923806326457127,0.013286007743687378,-2.1854983175945897,1.4538063264571264
657,121-10,SCB12,SCB12 2w10,KSF14 1541-3C8,,18 50 02.77,-00 32 08.1,32.297,0.066,WC8,SCB12; KSF14,,,,,,,,,,,,16.68,14.12,12.23,,,,,"257.386,-40.50352777777778",0.0010696586912842358,5966135776657499136,Gaia DR2 5966135776657499136,257.38707751021076,-40.50421547004938,346.28203999107916,-0.2937262941227671,259.9740357919482,-17.502909963144763,,,,20.989298,,,6.967795432717887,4.284521502998909,,,,,,,100.51387,1.5691062796616497,0.2864919557512811,0.80467075,11,0,95,0,95,3,false,,,26.731176,0.01683786,,,,,,false,,,,,0,,,,,11,0.34758008,,,,,,,0,,75.79268666437689,1.1769046429588392,64.400024,95,2,,,,0,NOT_AVAILABLE,,,0.94482803,,,,,,1495176625,,,,2015.5,0,,,,1635721458409799680,,,,6,,,,,,,,,,,,,,,,,,,,,,
697,121-13,KSF14,1541-197C,,,18 50 37.54,-00 01 21.1,32.819,0.171,WC8,KSF14,,,,,,,,,,,,14.744,13.328,11.638,,,,,"251.72258333333332,-44.40027777777778",0.0007885363025160056,5967299403537630592,Gaia DR2 5967299403537630592,251.7236157001469,-44.40055660858863,340.6351435700235,0.558556551729452,256.0315270934783,-21.843539653822045,,,,20.833763,20.50582,19.049812,7.843186273965795,4.018333212792486,,,,,,,68.02179,0.0,0.0,1.3110071,7,0,59,0,59,3,false,,,23.450342,0.016821835,-0.3279438,1.456007,,,,false,,,,,0,1.7839508,,,,7,0.34412763,,,,86.74161531100471,63.83895031390133,1.3587569,5,3.1946523,87.46630456966325,1.4457314404070565,60.49969,60,0,192.68281205376834,18.785300180743274,10.257106,7,NOT_AVAILABLE,,,0.93305653,,,,,,789269408,,,,2015.5,0,,,,1635721458409799680,,,,5,,,,,,,,,,,,,,,,,,,,,,
567,121-6,SFZ12,SFZ12 1536-180L,,,18 51 10.77,-01 30 03.4,31.57,-0.63,WN5,SFZ12,,,,,,,,17.26,15.51,14.58,,10.42,9.76,9.34,,,,,"251.80875,-44.19111111111111",0.0006594728639679416,5967325821880479488,Gaia DR2 5967325821880479488,251.80839752909827,-44.19050198696052,340.8345352105381,0.6482932106742325,256.06596540526215,-21.627248355834553,0.14055454751647967,-1.6880767433229402,-4.113203647250689,19.210985,20.347086,17.882261,0.4659538691111926,0.3304434604703185,0.5046266872908045,0.8447139783570492,0.5475292713756786,,,,171.20804,0.7570722976142455,1.1008844964511069,1.6658642,17,0,147,0,147,31,false,1.2992725772177969,0.0722329658031759,0.784174,0.19794427,1.1361008,2.4648247,0.08711509,-0.7298351,0.08624937,false,,,,,0,1.3287239,,,,19,0.15658262,0.27853173,0.08053072,-0.115426,100.39703327120155,7.014876605825857,14.312017,15,1.705972,389.8989359730647,1.4262470818560933,273.37405,163,0,564.7596002320792,14.790624460417051,38.18362,18,NOT_AVAILABLE,-0.15457892,,-0.06751865,,,,,,912889183,-0.46654624,0.01564245,-0.4262347,2015.5,0,,,,1635721458409799680,,,,8,Gaia DR1 5967325821880479488,3003.01838742233,1597.60849041075,5481.57556637717,7.9592960430816735,6.652558972691441,9.32973420047414,6.8231950430816735,5.516457972691441,8.19363320047414,5.494471043081672,4.18773397269144,6.864909200474139,-1.9677899569183275,-3.27452702730856,-0.5973517995258604,-2.6277899569183276,-3.93452702730856,-1.2573517995258605,-3.0477899569183275,-4.35452702730856,-1.6773517995258604
698,121-14,KSF14,1544-FA4,,,18 51 33.08,-00 13 40.8,32.742,-0.129,WN5,KSF14,,,,,,,,,,,,13.5,12.24,10.83,,,,,"251.78158333333337,-44.177166666666665",0.0002344270723191694,5967326032361502080,Gaia DR2 5967326032361502080,251.78153204714235,-44.17693514314373,340.83241172507206,0.6717604006158421,256.0434768703255,-21.616378665403598,0.6192462863997953,-5.110025801758754,-7.611788078644384,20.167492,20.719156,18.062477,1.2150752485286052,0.7660200488625872,0.8318560461889555,2.4226677039608715,1.2956284183742133,,,,206.35095,2.1502023670014183,2.4519421034513393,3.1721914,18,0,151,0,151,31,false,1.402870398328746,0.17477276097446598,2.4019096,0.046838026,0.55166435,2.6566792,0.24009494,-0.7919592,-0.35590962,false,,,,,0,2.1050148,,,,21,0.12493133,0.7444152,-0.13276176,-0.2526209,71.26775558963683,11.89423251800861,5.9917912,11,3.402031,161.56596316421175,1.0517644400642963,153.61421,168,0,478.38463686856755,13.733463851912195,34.8335,17,NOT_AVAILABLE,0.23387405,,0.37367827,,,,,,658547083,0.08938408,-0.30959225,-0.78547496,2015.5,0,,,,1635721458409799680,,,,10,,2517.54031221949,1136.50192928385,4990.82754711716,8.714273832800606,7.228293182355781,10.441305113480276,8.162609832800603,6.676629182355779,9.889641113480273,6.057594832800605,4.5716141823557805,7.784626113480275,1.495117832800604,0.009137182355779316,3.222149113480274,0.23511783280060428,-1.2508628176442205,1.9621491134802742,-1.1748821671993959,-2.6608628176442206,0.5521491134802741
725,122,CS99,NaSt1,,,18 52 17.55,00 59 44.3,33.915,0.264,WN,CS99,,,,16.9,15.4,,,,,,,9.86,8.24,6.28,,,,,"251.76241666666667,-44.16111111111111",0.0008879479776245414,5967326101060432128,Gaia DR2 5967326101060432128,251.7622783526367,-44.16199349782455,340.83486107968315,0.6919589024427834,256.02660525776616,-21.603419689912055,0.10631597673744744,-2.5323009970326655,-1.5056846439667326,18.791534,19.92702,17.64574,0.3122533351230717,0.24136444937389354,0.28362857448687145,0.630584917535243,0.4278041794891667,,,,256.58652,0.7414131107595785,2.1138308731195843,2.8717387,23,1,200,0,201,31,false,1.3179508068800638,0.05592181865052146,0.6098651,0.3189471,1.1354847,2.2812786,-0.05224809,-0.78176093,0.1517231,false,,,,,0,1.1457939,,,,25,0.07659789,0.37484226,0.12057283,-0.033002242,147.82499098131393,11.305119236032402,13.075933,20,1.4815217,573.7632297503901,1.2595631111210253,455.5256,214,0,702.2176820567562,16.49320872913986,42.57617,21,NOT_AVAILABLE,-0.27870768,,-0.1052348,,,,,,559897479,-0.17381394,0.09850911,-0.6122961,2015.5,0,,,,1635721458409799680,,,,11,Gaia DR1 5967326101060432128,3461.26282732003,2091.53604747514,5845.30940801347,7.230847108815471,6.092982477569345,8.324693229921582,6.095361108815471,4.957496477569345,7.189207229921582,4.949567108815472,3.811702477569346,6.043413229921583,-2.8361728911845283,-3.9740375224306543,-1.7423267700784173,-4.4561728911845275,-5.5940375224306536,-3.3623267700784165,-6.4161728911845275,-7.5540375224306535,-5.3223267700784165
568,122-6,SFZ12,SFZ12 1551-19L,,,18 52 32.97,+00 14 26.8,33.27,-0.14,WC8:,SFZ12,,,,,,,,,,,,16.91,13.62,11.78,,,,,"251.76354166666664,-44.1545",0.001544873278984658,5967326101060465664,Gaia DR2 5967326101060465664,251.76215093758077,-44.15567942882077,340.8396144880788,0.6961163351631111,256.02559857848547,-21.597174711493995,-0.20075190062960202,-3.6940968211887064,-2.1505789200344085,19.315792,20.171446,18.033909,0.4474315409417462,0.3409740614992973,0.4126654576570822,0.9746240454837043,0.6257497885169288,,,,214.8666,0.9458198309118615,1.5381423218509527,2.282079,21,1,175,0,176,31,false,1.2059411219949254,0.0776387504791066,0.91070247,0.16455962,0.85565376,2.137537,0.040526483,-0.75684327,0.06537626,false,,,,,0,1.2818832,,,,23,0.10034969,-0.48647615,0.018350111,-0.104257405,118.02581840958229,15.922578701846188,7.4124813,16,1.7207018,354.02113745076207,1.1143769979808293,317.68524,189,0,491.138979078673,17.15194284148709,28.634598,21,NOT_AVAILABLE,-0.13518022,,-0.05806027,,,,,,286980343,-0.104242794,0.058507077,-0.6082599,2015.5,0,,,,1635721458409799680,,,,10,Gaia DR1 5967326101060465664,3675.05583163048,2147.75462464333,6174.44468706963,7.34512629353179,6.218456477941583,8.511522685743603,6.489472293531788,5.362802477941582,7.655868685743602,5.207589293531791,4.080919477941585,6.373985685743605,4.08368029353179,2.9570104779415836,5.250076685743604,0.7936802935317893,-0.33298952205841736,1.9600766857436032,-1.0463197064682106,-2.1729895220584172,0.1200766857436033
703,122-12,KSF14,1553-9E8,,,18 52 33.12,00 47 41.8,33.766,0.115,WN9h,KSF14,,,,,,,,,,,,15.76,12.864,10.976,,,,,"251.76587500000002,-44.15588888888889",0.0005726142605905173,5967326101062329344,Gaia DR2 5967326101062329344,251.7660205814278,-44.15645189690336,340.84082314780727,0.6935002954254806,256.02866880860563,-21.597568553741624,,,,20.858784,20.564474,18.827265,13.860569700055569,4.419514620031639,,,,,,,71.352425,1.949787268625403,0.48683914846783755,0.68538433,8,0,69,0,69,3,false,,,174.61975,0.019971779,-0.29430962,1.7372093,,,,false,,,,,0,2.031519,,,,8,0.19089147,,,,82.17994554109157,12.00419012301892,6.845938,5,3.7285888,85.47381302262407,1.2975723015816956,65.8721,70,0,236.5167626246961,7.410233013627581,31.917587,5,NOT_AVAILABLE,,,0.9334021,,,,,,1537798401,,,,2015.5,0,,,,1635721458409799680,,,,5,,,,,,,,,,,,,,,,,,,,,,
619,122-2,MDM11,MDM11 51,,,18 52 43.69,+00 08 41.5,33.21,-0.22,WN8-9; WN9,MDM11; RC15,,,,,,,,,,,,12.49,10.68,9.61,,,,,"251.78466666666665,-44.15402777777778",0.00041718447250745127,5967326410299152896,Gaia DR2 5967326410299152896,251.78487106178588,-44.154418338388794,340.85112802667123,0.6845076534876646,256.0427907652865,-21.593743815899153,,,,20.592108,21.08553,19.004961,3.325451095632016,1.7320540025766715,,,,,,,213.49242,3.4178387098510914,2.5532206607740475,4.2774796,16,0,137,0,137,3,false,,,6.6198235,0.020456392,0.49342155,2.0805683,,,,false,,,,,0,1.5871468,,,,16,0.25966868,,,,50.856117002267546,9.382447328885608,5.4203467,10,2.303136,109.27064169467988,1.1427499659467788,95.62078,133,0,200.8090465573584,20.34788734298715,9.868791,15,NOT_AVAILABLE,,,0.77974814,,,,,,1550024012,,,,2015.5,0,,,,1635721458409799680,,,,9,,,,,,,,,,,,,,,,,,,,,,
700,122-13,KSF14,1547-1488,,,18 52 57.20,+00 02 54.1,33.148,-0.315,WN5,KSF14,,,,,,,,,,,,13.956,12.254,11.159,,,,,"251.77529166666667,-44.16038888888889",0.0013442532175412776,5967326479017539840,Gaia DR2 5967326479017539840,251.77523884929963,-44.16173260799438,340.8410790890717,0.6850412392423844,256.0364776524486,-21.601916700423963,0.6451074822324085,4.9103860987896875,-0.8503173217727957,20.391008,21.162064,18.852333,1.175288772632634,0.7866954431633553,0.8971672344576873,2.507944570867378,1.3945531590548814,,,,226.66064,1.598906596819003,0.8620705818831271,2.6651063,21,0,178,0,178,31,false,1.5557984872146318,0.1630214733623671,2.3872435,0.03432947,0.7710552,2.3097305,0.09076283,-0.7973072,-0.16479781,false,,,,,0,1.5386753,,,,23,0.10615818,0.71904933,-0.023063824,-0.22012313,47.394665702473596,7.275457064271987,6.5143213,17,2.117887,131.50520662425018,0.9945303288938219,132.22845,194,0,231.1185114063172,17.342755903649557,13.326516,22,NOT_AVAILABLE,0.1308188,,0.18437499,,,,,,48550809,-0.019224992,-0.15769821,-0.70528066,2015.5,0,,,,1635721458409799680,,,,10,Gaia DR1 5967326479017539840,2527.34639404101,1124.84070433109,5012.11365802449,9.148740151479224,7.661959446077802,10.906608881666912,8.377684151479222,6.8909034460778,10.13555288166691,6.839009151479225,5.3522284460778025,8.596877881666913,1.9426761514792226,0.4558954460778004,3.700544881666911,0.2406761514792226,-1.2461045539221995,1.998544881666911,-0.8543238485207763,-2.3411045539221984,0.903544881666912
702,122-14,KSF14,1553-15DF,,,18 53 02.56,01 10 22.7,34.159,0.178,WC8,KSF14,,,,,,,,,,nbsp,,17.779,14.803,12.065,,,,,"251.76833333333335,-44.148944444444446",0.0016669511079265517,5967326479017609088,Gaia DR2 5967326479017609088,251.76988340288858,-44.15018610067178,340.8473934960415,0.6954440623898027,256.0307207346747,-21.590988185137498,-0.39868782856275764,1.2517927312954114,1.320710017098437,19.838099,20.830542,18.598835,0.5834766359350987,0.4358641702759273,0.5165555322934039,1.3907989014224513,0.8266744245984228,,,,167.0636,0.0,0.0,0.3154671,19,0,167,0,167,31,false,1.2539920691356934,0.10451121299178148,1.2760599,0.09903077,0.9924431,2.2317066,0.022115074,-0.7431896,-0.0015308298,false,,,,,0,1.2392635,,,,22,0.11075708,-0.7718199,0.011495856,-0.14719492,64.3188654743601,8.642263685791693,7.4423633,20,1.6278355,218.8298798915727,1.0355323033575667,211.32115,181,0,291.90017983532357,13.990471155839067,20.864214,20,NOT_AVAILABLE,0.022149824,,0.019326946,,,,,,1689699614,-0.04978141,-0.008206835,-0.5937956,2015.5,0,,,,1635721458409799680,,,,9,Gaia DR1 5967326479017609088,3620.10763971376,2063.32571629985,6147.94032710033,8.036934580153615,6.886893782420358,9.257703044753903,7.044491580153613,5.894450782420357,8.265260044753902,5.805227580153614,4.655186782420358,7.025996044753903,4.985392580153613,3.835351782420357,6.206161044753902,2.009392580153614,0.859351782420358,3.2301610447539026,-0.7286074198463872,-1.8786482175796433,0.4921610447539013
620,122-3,MDM11,MDM11 52,,,18 54 03.12,+01 24 50.8,34.49,0.06,WN5-6; WN6,MDM11; RC15,,,,,,,,,,,,12.81,11.06,9.99,,,,,"251.76670833333336,-44.143",0.0007774857277084051,5967326479017644928,Gaia DR2 5967326479017644928,251.76616703471885,-44.14367349961755,340.8506313033779,0.701692537119176,256.02694127204086,-21.58489108494738,-0.10930274533250847,-7.1054911300796,-4.179521067791812,19.81544,20.762236,18.586926,0.6936495439220295,0.564715650818401,0.5922308455847034,1.5374360490368308,1.0069864872217178,,,,195.24274,1.2151591206665098,1.3180691011310908,1.6626574,19,0,169,0,169,31,false,1.3095737303795767,0.12067697248124098,1.4843882,0.08881392,0.9467964,2.1753101,-0.19693238,-0.84200984,0.19058456,false,,,,,0,1.2285137,,,,22,0.114448324,-0.18456104,0.24085294,-0.28724968,68.495343961564,8.685432621586664,7.886233,19,1.6273118,223.44499487106978,0.9604620148489907,232.64323,180,0,295.11934898937017,14.925280652595658,19.773119,22,NOT_AVAILABLE,-0.24766175,,-0.12199131,,,,,,236738737,0.11959735,0.1454748,-0.7039244,2015.5,0,,,,1635721458409799680,,,,10,Gaia DR1 5967326479017644928,3190.35949778075,1711.40115434328,5678.91072265387,8.24303788392152,6.990910793722652,9.595476897070933,7.2962418839215175,6.044114793722649,8.64868089707093,6.067727883921517,4.815600793722648,7.42016689707093,0.2908018839215192,-0.9613252062773494,1.6432408970709318,-1.4591981160784808,-2.7113252062773494,-0.1067591029290682,-2.529198116078481,-3.7813252062773497,-1.1767591029290685
